cast,id,directors,belongs_to_collection,budget,genres,id,popularity,production_companies,release_date,revenue,runtime,spoken_languages,status,title,vote_average,vote_count,release_year,return
"[{'character': 'Himself', 'name': 'Robert Crumb'}, {'character': 'Herself', 'name': 'Aline Kominsky'}, {'character': 'Himself', 'name': 'Charles Crumb'}, {'character': 'Himself', 'name': 'Maxon Crumb'}, {'character': 'Himself', 'name': 'Martin Muller'}, {'character': 'Himself', 'name': 'Robert Hughes'}]",26564,['Terry Zwigoff'],,0.0,Documentary,26564.0,3.620388,"[{'name': 'Superior Pictures', 'id': 4532}]",1994-09-10,3174695.0,119.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Crumb,7.6,71.0,1994.0,0.0
"[{'character': 'El Mariachi', 'name': 'Antonio Banderas'}, {'character': 'Carolina', 'name': 'Salma Hayek'}, {'character': 'Bucho', 'name': 'Joaquim de Almeida'}, {'character': 'Short Bartender', 'name': 'Cheech Marin'}, {'character': 'Buscemi', 'name': 'Steve Buscemi'}, {'character': 'Right Hand', 'name': 'Carlos Andrés Gómez'}, {'character': 'Pick-Up Guy', 'name': 'Quentin Tarantino'}, {'character': 'Tavo', 'name': 'Tito Larriva'}, {'character': 'Zamira', 'name': 'Angel Aviles'}, {'character': 'Navajas', 'name': 'Danny Trejo'}, {'character': 'Niño', 'name': 'Abraham Verduzco'}, {'character': 'Campa', 'name': 'Carlos Gallardo'}, {'character': 'Quino', 'name': 'Albert Michel Jr.'}, {'character': 'Buddy', 'name': 'David Alvarado'}, {'character': 'Tourist Girl', 'name': 'Angela Lanza'}, {'character': 'Mariachi Fan', 'name': 'Elizabeth Rodriguez'}]",8068,['Robert Rodriguez'],Mexico Trilogy,7000000.0,"Thriller, Action, Crime",8068.0,6.950458,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Los Hooligans Productions', 'id': 11705}]",1995-08-25,25405445.0,104.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Desperado,6.8,898.0,1995.0,3.6293492857142855
"[{'character': ""Ezekiel 'Easy' Rawlins"", 'name': 'Denzel Washington'}, {'character': 'DeWitt Albright', 'name': 'Tom Sizemore'}, {'character': 'Daphne Monet', 'name': 'Jennifer Beals'}, {'character': 'Mouse Alexander', 'name': 'Don Cheadle'}, {'character': 'Matthew Terell', 'name': 'Maury Chaykin'}, {'character': 'Todd Carter', 'name': 'Terry Kinney'}, {'character': 'Joppy', 'name': 'Mel Winkler'}, {'character': 'Degan Odell', 'name': 'Albert Hall'}, {'character': 'Coretta James', 'name': 'Lisa Nicole Carson'}, {'character': 'Dupree Brouchard', 'name': 'Jernard Burks'}, {'character': 'Junior Fornay', 'name': 'David Fonteno'}]",8512,['Carl Franklin'],,27000000.0,"Drama, Mystery, Thriller",8512.0,4.646132,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Mundy Lane Entertainment', 'id': 2510}]",1995-09-15,16140822.0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Devil in a Blue Dress,6.3,88.0,1995.0,0.5978082222222222
"[{'character': 'John McClane', 'name': 'Bruce Willis'}, {'character': 'Simon Peter Gruber', 'name': 'Jeremy Irons'}, {'character': 'Zeus Carver', 'name': 'Samuel L. Jackson'}, {'character': 'Joe Lambert', 'name': 'Graham Greene'}, {'character': 'Connie Kowalski', 'name': 'Colleen Camp'}, {'character': 'Chief Cobb', 'name': 'Larry Bryggman'}, {'character': 'Ricky Walsh', 'name': 'Anthony Peck'}, {'character': 'Targo', 'name': 'Nicholas Wyman'}, {'character': 'Katya', 'name': 'Sam Phillips'}, {'character': 'Charles Weiss', 'name': 'Kevin Chamberlin'}, {'character': 'Officer Jane', 'name': 'Sharon Washington'}, {'character': 'Dr. Schiller', 'name': 'Stephen Pearlman'}, {'character': 'Dexter', 'name': 'Michael Alexander Jackson'}, {'character': 'Raymond', 'name': 'Aldis Hodge'}, {'character': 'Mischa', 'name': 'Mischa Hausserman'}, {'character': 'Jarvis', 'name': 'Michael Cristofer'}, {'character': 'Roman', 'name': 'Tony Halme'}]",1572,['John McTiernan'],Die Hard Collection,90000000.0,"Action, Thriller",1572.0,15.138855,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Cinergi Pictures Entertainment', 'id': 1504}]",1995-05-19,366101666.0,128.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'ro', 'name': 'Română'}]",Released,Die Hard: With a Vengeance,6.9,2094.0,1995.0,4.067796288888889
"[{'character': 'Amy Blue', 'name': 'Rose McGowan'}, {'character': 'Jordan White', 'name': 'James Duval'}, {'character': 'Xavier Red', 'name': 'Johnathon Schaech'}, {'character': 'Peanut', 'name': 'Cress Williams'}, {'character': 'Quickiemart Clerk', 'name': 'Dustin Nguyen'}, {'character': ""Clerk's Wife"", 'name': 'Margaret Cho'}, {'character': 'TV Anchorman', 'name': 'Christopher Knight'}, {'character': 'Carnoburger Cashier', 'name': 'Nicky Katt'}, {'character': ""Stop 'n' Go Clerk"", 'name': 'Perry Farrell'}, {'character': 'Brandi', 'name': 'Parker Posey'}, {'character': 'Biker', 'name': 'Salvator Xuereb'}, {'character': 'Liquorstore Clerk', 'name': 'Heidi Fleiss'}, {'character': 'TV Anchorwoman', 'name': 'Lauren Tewes'}, {'character': 'Barmaid', 'name': 'Amanda Bearse'}]",13552,['Gregg Araki'],Teenage Apocalypse Trilogy,0.0,"Action, Comedy, Crime, Drama",13552.0,7.120806,"[{'name': 'Why Not Productions', 'id': 729}, {'name': 'Desperate Pictures', 'id': 1474}, {'name': 'Blurco', 'id': 2765}, {'name': 'The Teen Angst Movie Company', 'id': 18902}]",1995-10-27,0.0,80.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Doom Generation,5.6,57.0,1995.0,0.0
"[{'character': 'Bella Ford', 'name': 'Embeth Davidtz'}, {'character': 'Ben Wainwright', 'name': 'Tom Bell'}, {'character': 'Mrs. Wainwright', 'name': 'Gemma Jones'}, {'character': 'Jedd Wainwright', 'name': 'James Purefoy'}, {'character': 'Con Wainwright', 'name': 'Ben Chaplin'}, {'character': 'Matty Wainwright', 'name': 'Kenneth Anderson'}, {'character': 'Arch Wilson', 'name': 'Greg Wise'}]",259209,['Christopher Menaul'],,0.0,"Drama, Crime",259209.0,0.523575,"[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Merchant Ivory Productions', 'id': 20740}]",1995-10-12,0.0,116.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Feast of July,0.0,0.0,1995.0,0.0
"[{'character': 'King Arthur', 'name': 'Sean Connery'}, {'character': 'Lancelot', 'name': 'Richard Gere'}, {'character': 'Guinevere', 'name': 'Julia Ormond'}, {'character': 'Prince Malagant', 'name': 'Ben Cross'}, {'character': 'Agravaine', 'name': 'Liam Cunningham'}, {'character': 'Sir Kay', 'name': 'Christopher Villiers'}, {'character': 'Sir Patrise', 'name': 'Valentine Pelka'}, {'character': 'Sir Mador', 'name': 'Colin McCormack'}, {'character': 'Ralf', 'name': 'Ralph Ineson'}, {'character': 'Oswald', 'name': 'John Gielgud'}, {'character': ""Peter, King's Stableman"", 'name': 'Stuart Bunce'}, {'character': 'Elise', 'name': 'Jane Robbins'}, {'character': 'Petronella', 'name': 'Jean Marie Coffey'}, {'character': 'Mark', 'name': 'Paul Kynman'}, {'character': 'Sir Sagramore', 'name': 'Tom Lucy'}, {'character': 'Child', 'name': 'Richard Claxton'}]",6520,['Jerry Zucker'],,55000000.0,"Action, Adventure, Drama, Romance",6520.0,15.178338,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'First Knight Productions', 'id': 10158}]",1995-07-07,127600435.0,134.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,First Knight,5.9,319.0,1995.0,2.320007909090909
"[{'character': 'Jesse', 'name': 'Jason James Richter'}, {'character': 'Glen Greenwood', 'name': 'Michael Madsen'}, {'character': 'Annie Greenwood', 'name': 'Jayne Atkinson'}, {'character': 'Randolph Johnson', 'name': 'August Schellenberg'}, {'character': 'Nadine', 'name': 'Mary Kate Schellhardt'}, {'character': 'Elvis', 'name': 'Francis Capra'}, {'character': 'Dwight Mercer', 'name': 'Mykelti Williamson'}, {'character': 'Kate Haley', 'name': 'Elizabeth Peña'}, {'character': 'John Milner', 'name': 'Jon Tenney'}, {'character': 'Bill Wilcox', 'name': 'M. Emmet Walsh'}]",9073,['Dwight H. Little'],Free Willy Collection,0.0,Adventure,9073.0,7.575098,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Alcor Films', 'id': 644}, {'name': 'Canal+', 'id': 5358}, {'name': 'Donner/Shuler-Donner Productions', 'id': 5739}, {'name': 'Warner Bros.', 'id': 6194}]",1995-07-19,0.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'id', 'name': 'Bahasa indonesia'}, {'iso_639_1': 'ms', 'name': 'Bahasa melayu'}]",Released,Free Willy 2 - The Adventure Home,5.5,130.0,1995.0,0.0
"[{'character': ""Dade Murphy / 'Crash Override' / 'Zero Cool'"", 'name': 'Jonny Lee Miller'}, {'character': ""Kate Libby / 'Acid Burn'"", 'name': 'Angelina Jolie'}, {'character': 'Joey Pardella', 'name': 'Jesse Bradford'}, {'character': ""Emmanuel Goldstein / 'Cereal Killer'"", 'name': 'Matthew Lillard'}, {'character': ""Ramon Sanchez / 'Phantom Phreak'"", 'name': 'Renoly Santiago'}, {'character': ""Eugene Belford / 'The Plague' / Mr. Babbage"", 'name': 'Fisher Stevens'}, {'character': 'Lauren Murphy', 'name': 'Alberta Watson'}, {'character': ""Paul Cook / 'Lord Nikon'"", 'name': 'Laurence Mason'}, {'character': 'Margo', 'name': 'Lorraine Bracco'}, {'character': 'S.S. Agent Richard Gill', 'name': 'Wendell Pierce'}, {'character': 'S.S. Agent Bob', 'name': 'Michael Gaston'}, {'character': 'S.S. Agent Ray', 'name': 'Marc Anthony'}, {'character': 'Hal', 'name': 'Penn Jillette'}, {'character': 'Blade', 'name': 'Peter Y. Kim'}, {'character': 'Razor', 'name': 'Darren Lee'}, {'character': 'Laura', 'name': 'Liza Walker'}, {'character': 'Duke Ellingson', 'name': 'Bob Sessions'}, {'character': 'Curtis', 'name': 'Ethan Browne'}, {'character': 'S.S. Agent, Seattle', 'name': 'Blake Willett'}, {'character': ""Young Dade Murphy / 'Zero Cool'"", 'name': 'Max Ligosh'}, {'character': '2nd V.P.', 'name': 'Jeff Harding'}, {'character': 'Attorney', 'name': 'Felicity Huffman'}, {'character': 'Michael Murphy', 'name': 'Paul Klementowicz'}, {'character': 'Denise', 'name': 'Denise George'}, {'character': 'Jock', 'name': 'William DeMeo'}]",10428,['Iain Softley'],,20000000.0,"Action, Crime, Thriller, Drama",10428.0,14.810519,"[{'name': 'United Artists', 'id': 60}, {'name': 'Suftley', 'id': 87394}]",1995-09-14,7563728.0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Hackers,6.2,406.0,1995.0,0.3781864
"[{'character': 'Jeffrey', 'name': 'Steven Weber'}, {'character': 'Sterling', 'name': 'Patrick Stewart'}, {'character': 'Steve Howard', 'name': 'Michael T. Weiss'}, {'character': 'Debra Moorhouse', 'name': 'Sigourney Weaver'}, {'character': 'Ann Marwood Bartle', 'name': 'Christine Baranski'}, {'character': 'Darius', 'name': 'Bryan Batt'}, {'character': 'Tim', 'name': 'Victor Garber'}, {'character': 'Father Dan', 'name': 'Nathan Lane'}, {'character': 'Dad', 'name': 'Peter Maloney'}, {'character': 'Mom', 'name': 'Debra Monk'}, {'character': 'Mrs. Marcangelo', 'name': 'Olympia Dukakis'}, {'character': 'Sharon', 'name': 'J. Smith-Cameron'}, {'character': 'Dave', 'name': 'Ethan Phillips'}, {'character': 'Acolyte', 'name': 'Kathy Najimy'}, {'character': 'Single Woman', 'name': 'Camryn Manheim'}, {'character': 'Grandma Rose', 'name': 'Alice Drummond'}]",17447,['Christopher Ashley'],,0.0,"Comedy, Drama, Romance",17447.0,3.196456,"[{'name': 'The Booking Office', 'id': 12909}, {'name': ""Workin' Man Films"", 'id': 12910}]",1995-08-18,0.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,Jeffrey,6.5,19.0,1995.0,0.0
"[{'character': 'Johnny Mnemonic', 'name': 'Keanu Reeves'}, {'character': 'Jane', 'name': 'Dina Meyer'}, {'character': 'Takahashi', 'name': 'Takeshi Kitano'}, {'character': 'J-Bone', 'name': 'Ice-T'}, {'character': 'Street Preacher', 'name': 'Dolph Lundgren'}, {'character': 'Shinji', 'name': 'Denis Akiyama'}, {'character': 'Spider', 'name': 'Henry Rollins'}, {'character': 'Anna Kalmann', 'name': 'Barbara Sukowa'}, {'character': 'Ralfi', 'name': 'Udo Kier'}, {'character': 'Pretty', 'name': 'Tracy Tweed'}, {'character': 'Yomamma', 'name': 'Falconer Abraham'}, {'character': 'Hooky', 'name': 'Don Francks'}, {'character': 'Henson', 'name': 'Diego Chambers'}, {'character': ""Takahashi's Secretary"", 'name': 'Sherry Miller'}, {'character': 'Viet', 'name': 'Arthur Eng'}, {'character': 'Viet', 'name': 'Von Flores'}, {'character': 'Pharmakom Receptionist', 'name': 'Victoria Tengelis'}, {'character': 'Yakuza Operator', 'name': 'Warren Sulatycky'}, {'character': 'Mikiyo', 'name': 'Celina Wu'}, {'character': 'Laslo', 'name': 'Gene Mack'}, {'character': 'Toad', 'name': 'Jamie Elman'}, {'character': 'Man in Hotel Lobby', 'name': 'Simon Sinn'}, {'character': 'Twin in Hotel Lobby', 'name': 'Caitlin Carmody'}, {'character': 'Twin in Hotel Lobby', 'name': 'Erin Carmody'}, {'character': 'Pharmakom Security Officer', 'name': ""Douglas O'Keeffe""}, {'character': 'Lotek Kid', 'name': 'Marlow Vella'}, {'character': 'Strike', 'name': 'Howard Szafer'}, {'character': 'Stump', 'name': 'Paul Brogren'}, {'character': 'Nurse', 'name': 'Arthi Sambasivan'}, {'character': 'Stick', 'name': 'Michael A. Miranda'}, {'character': 'Buddy', 'name': 'Coyote Shivers'}, {'character': 'Yakuza with Rocket Launcher', 'name': 'Lynne Adams'}, {'character': 'Yakuza Partner', 'name': 'Michael Shearer'}, {'character': 'Opera Singer', 'name': 'Susan Tsagkaris'}, {'character': 'Beijing Riot Newscaster', 'name': 'Christopher Comrie'}, {'character': 'Girl in Hotel Room', 'name': 'Robin Crosby'}, {'character': 'Bandleader (uncredited)', 'name': 'Glenn Bang'}, {'character': 'Tall Chinese Man (uncredited)', 'name': 'Natalie Gray'}]",9886,['Robert Longo'],,25000000.0,"Adventure, Action, Drama, Science Fiction, Thriller",9886.0,11.715868,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Alliance Communications Corporation', 'id': 2480}]",1995-05-26,19075720.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}]",Released,Johnny Mnemonic,5.5,380.0,1995.0,0.7630288
"[{'character': 'Judge Joseph Dredd', 'name': 'Sylvester Stallone'}, {'character': 'Judge Hershey', 'name': 'Diane Lane'}, {'character': 'Rico', 'name': 'Armand Assante'}, {'character': ""Herman 'Fergee' Ferguson"", 'name': 'Rob Schneider'}, {'character': 'Judge Griffin', 'name': 'Jürgen Prochnow'}, {'character': 'Chief Justice Fargo', 'name': 'Max von Sydow'}, {'character': 'Mean Machine', 'name': 'Christopher Adamson'}, {'character': 'Judge Evelyn McGruder', 'name': 'Joanna Miles'}, {'character': 'Dr. Ilsa Hayden', 'name': 'Joan Chen'}, {'character': 'Cadet Nathan Olmeyer', 'name': 'Balthazar Getty'}, {'character': 'Warden Miller', 'name': 'Maurice Roeves'}, {'character': 'Geiger', 'name': 'Ian Dury'}, {'character': 'Junior Angel', 'name': 'Ewen Bremner'}, {'character': 'Judge Carlos Esposito', 'name': 'Peter Marinker'}, {'character': 'Twist', 'name': 'Martin McDougall'}, {'character': 'Vartis Hammond', 'name': 'Mitchell Ryan'}, {'character': 'Pa Angel', 'name': 'Scott Wilson'}]",9482,['Danny Cannon'],,90000000.0,Science Fiction,9482.0,8.184815,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Cinergi Pictures Entertainment', 'id': 1504}]",1995-06-30,113493481.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Judge Dredd,5.4,643.0,1995.0,1.2610386777777778
"[{'character': 'Tommy Collins', 'name': 'Pauly Shore'}, {'character': 'Monica', 'name': 'Tia Carrere'}, {'character': 'Frank', 'name': 'Stanley Tucci'}, {'character': 'Harry', 'name': 'Brian Doyle-Murray'}, {'character': 'Judge Powell', 'name': 'Abe Vigoda'}, {'character': 'Jed', 'name': 'Charles Napier'}, {'character': 'Skeets', 'name': 'Richard Edson'}, {'character': 'Principal Beasely', 'name': 'Richard Riehle'}, {'character': 'Sarah', 'name': 'Alex Datcher'}, {'character': 'Nathan', 'name': 'Richard T. Jones'}, {'character': 'Libby Starling', 'name': 'Sharon Barr'}, {'character': 'Murphy', 'name': 'Jack McGee'}, {'character': 'Richard Hertz', 'name': 'Nick Bakay'}, {'character': 'Ray', 'name': 'Ernie Lee Banks'}, {'character': 'Mrs. Collins', 'name': 'Shelley Winters'}, {'character': 'Heather', 'name': 'Siobhan Fallon'}, {'character': 'Carl Wayne Bishop', 'name': 'Sean Whalen'}, {'character': 'Rose', 'name': 'Billie Bird'}, {'character': 'The Real Frank (uncredited)', 'name': 'Rick Ducommun'}, {'character': 'Uncle Sal (uncredited)', 'name': 'Andrew Dice Clay'}, {'character': 'Russell Cadbury', 'name': 'Mark L. Taylor'}]",19326,['John Fortenberry'],,0.0,"Comedy, Drama",19326.0,3.676921,"[{'name': 'TriStar Pictures', 'id': 559}]",1995-04-12,17014653.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Jury Duty,4.0,34.0,1995.0,0.0
"[{'character': 'Telly', 'name': 'Leo Fitzpatrick'}, {'character': 'Ruby', 'name': 'Rosario Dawson'}, {'character': 'Jenny', 'name': 'Chloë Sevigny'}, {'character': 'Casper', 'name': 'Justin Pierce'}, {'character': 'Paul', 'name': 'Sajan Bhagat'}, {'character': 'Stanly', 'name': 'Billy Valdes'}, {'character': 'Zack', 'name': 'Billy Waldeman'}, {'character': 'Javier', 'name': 'Javier Nunez'}, {'character': 'Luis', 'name': 'Luis Núñez'}, {'character': 'Christian', 'name': 'Christian Bruna'}, {'character': 'Alex', 'name': 'Alex Glen'}, {'character': 'Deli Owner', 'name': 'Joseph Chan'}, {'character': 'Korean Guy', 'name': 'Johnathan Staci Kim'}, {'character': 'Little Girl', 'name': 'Adriane Brown'}, {'character': 'Girl #1', 'name': 'Sarah Henderson'}, {'character': 'Steven', 'name': 'Jon Abrahams'}]",9344,['Larry Clark'],,1500000.0,"Drama, Crime",9344.0,4.877872,"[{'name': 'Miramax Films', 'id': 14}]",1995-07-28,7412216.0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Kids,6.8,280.0,1995.0,4.941477333333333
"[{'character': 'Nick Reve', 'name': 'Steve Buscemi'}, {'character': 'Nicole Springer', 'name': 'Catherine Keener'}, {'character': 'Wolf', 'name': 'Dermot Mulroney'}, {'character': 'Chad Palomino', 'name': 'James Le Gros'}, {'character': 'Tito', 'name': 'Peter Dinklage'}, {'character': 'Wanda', 'name': 'Danielle von Zerneck'}, {'character': 'Cora', 'name': 'Rica Martens'}, {'character': 'Assistant Camera', 'name': 'Kevin Corrigan'}, {'character': 'Gaffer', 'name': 'Robert Wightman'}]",9071,['Tom DiCillo'],,500000.0,"Drama, Comedy",9071.0,10.058329,"[{'name': 'JDI productions', 'id': 13187}, {'name': 'Lemon Sky Productions', 'id': 13190}]",1995-01-20,1148752.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Living in Oblivion,7.2,64.0,1995.0,2.297504
"[{'character': ""Harry D'Amour"", 'name': 'Scott Bakula'}, {'character': 'Philip Swann', 'name': ""Kevin J. O'Connor""}, {'character': 'Dorothea Swann', 'name': 'Famke Janssen'}, {'character': 'Valentin', 'name': 'Joel Swetow'}, {'character': 'Nix', 'name': 'Daniel von Bargen'}, {'character': 'Butterfield', 'name': 'Barry Del Sherman'}, {'character': 'Caspar Quaid', 'name': 'Joseph Latimore'}, {'character': 'Jennifer Desiderio', 'name': 'Sheila Tousey'}, {'character': 'Vinovich', 'name': 'Vincent Schiavelli'}, {'character': 'Young Dorothea', 'name': 'Ashley Tesoro'}, {'character': 'Young Butterfield', 'name': 'J. Trevor Edmond'}, {'character': 'Loomis', 'name': 'Wayne Grace'}, {'character': 'Ray Miller', 'name': 'Jordan Marder'}, {'character': 'Maureen Pimm', 'name': 'Susan Traylor'}, {'character': 'Clemenzia', 'name': 'Joanna Sanchez'}, {'character': 'Detective Edison', 'name': 'McNally Sagal'}, {'character': 'Forensic Photographer', 'name': 'Danny Woodburn'}]",8973,['Clive Barker'],,0.0,"Mystery, Horror, Thriller",8973.0,4.102409,"[{'name': 'United Artists', 'id': 60}, {'name': 'Seraphim Films', 'id': 3557}]",1995-08-25,0.0,119.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Lord of Illusions,5.9,87.0,1995.0,0.0
"[{'character': 'David', 'name': 'Thomas Gibson'}, {'character': 'Candy', 'name': 'Ruth Marshall'}, {'character': 'Bernie', 'name': 'Cameron Bancroft'}, {'character': 'Benita', 'name': 'Mia Kirshner'}, {'character': 'Jerri', 'name': 'Joanne Vannicola'}, {'character': 'Kane', 'name': 'Matthew Ferguson'}, {'character': 'Robert', 'name': 'Rick Roberts'}, {'character': 'Sal', 'name': 'Aidan Devine'}, {'character': 'The Editor', 'name': 'Robert Higden'}, {'character': 'The Drag Queen', 'name': 'Sylvain Morin'}, {'character': 'The Native Boy', 'name': 'Ben Watt'}, {'character': 'The Singer', 'name': 'Karen Young'}, {'character': 'The Cowboy', 'name': 'Serge Houde'}]",15730,['Denys Arcand'],,0.0,"Comedy, Drama",15730.0,0.354014,"[{'name': 'The Ontario Film Development Corporation', 'id': 1203}, {'name': 'First Choice Films', 'id': 2267}, {'name': 'Atlantis Films', 'id': 4350}, {'name': 'Telefilm Canada', 'id': 7320}, {'name': 'Max Films Productions', 'id': 7828}, {'name': 'Super Écran', 'id': 11578}, {'name': 'Société Générale des Industries Culturelles du Québec (SOGIC)', 'id': 35859}]",1993-05-20,0.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Love & Human Remains,7.0,7.0,1993.0,0.0
"[{'character': 'Matt Leland', 'name': ""Chris O'Donnell""}, {'character': 'Casey Roberts', 'name': 'Drew Barrymore'}, {'character': 'Eric', 'name': 'Matthew Lillard'}, {'character': 'Duncan', 'name': 'Richard Chaim'}, {'character': 'Coach', 'name': 'Robert Nadir'}, {'character': 'Margaret Roberts', 'name': 'Joan Allen'}, {'character': 'Richard Roberts', 'name': 'Jude Ciccolella'}, {'character': 'Joanna Leland', 'name': 'Amy Sakasitz'}, {'character': 'Adam Leland', 'name': 'T.J. Lowther'}, {'character': 'Clifford Leland', 'name': 'Kevin Dunn'}, {'character': 'Librarian', 'name': 'Sharon Collar'}, {'character': 'Singer', 'name': 'Selene H. Vigil'}, {'character': 'Drummer', 'name': 'Valerie M. Agnew'}, {'character': 'Guitar', 'name': 'Roisin Dunne'}, {'character': 'Bass', 'name': 'Elizabeth F. Davis'}, {'character': 'Bartender', 'name': 'Todd Sible'}, {'character': 'S.A.T. Monitor', 'name': 'Leslie Do Qui'}, {'character': 'Vice Principal', 'name': 'Patrick Ryals'}, {'character': 'Dr. Laura Genel', 'name': 'Angela Hall'}, {'character': 'Nurse Barry', 'name': 'Hunt Holman'}, {'character': 'Orderly', 'name': 'Sandra Singler'}, {'character': 'Medication Nurse', 'name': 'Allen Galli'}, {'character': 'Patient', 'name': 'Gregg Gilmore'}, {'character': 'Salesman', 'name': 'Liev Schreiber'}, {'character': 'Landlady', 'name': 'Angelina Torres'}, {'character': 'Waiter', 'name': 'Stefan Enriquez'}, {'character': 'Mechanic', 'name': 'Yvonne C. Orona'}, {'character': 'Mechanic', 'name': 'Pedro García'}, {'character': 'Housekeeper', 'name': 'Elaine Miles'}]",47608,['Antonia Bird'],,0.0,"Drama, Family, Romance",47608.0,2.624771,"[{'name': 'Touchstone Pictures', 'id': 9195}]",1995-05-26,15453274.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Mad Love,5.5,27.0,1995.0,0.0
"[{'character': 'Brodie Bruce', 'name': 'Jason Lee'}, {'character': 'T.S. Quint', 'name': 'Jeremy London'}, {'character': 'Rene Mosier', 'name': 'Shannen Doherty'}, {'character': 'Brandi Svenning', 'name': 'Claire Forlani'}, {'character': 'Shannon Hamilton', 'name': 'Ben Affleck'}, {'character': 'Gwen Turner', 'name': 'Joey Lauren Adams'}, {'character': 'Mr. Jared Svenning', 'name': 'Michael Rooker'}, {'character': 'Jay', 'name': 'Jason Mewes'}, {'character': 'Silent Bob', 'name': 'Kevin Smith'}, {'character': 'Miss Ivannah', 'name': 'Priscilla Barnes'}, {'character': 'Tricia Jones', 'name': 'Renée Humphrey'}, {'character': 'Willam Black', 'name': 'Ethan Suplee'}, {'character': 'Himself', 'name': 'Stan Lee'}, {'character': 'Gil Hicks, Suitor #3', 'name': ""Brian O'Halloran""}, {'character': 'LaFours', 'name': 'Sven-Ole Thorsen'}, {'character': 'Roddy', 'name': 'Scott Mosier'}, {'character': 'Walt ""Fanboy"" Grover', 'name': 'Walt Flanagan'}, {'character': 'Steve-Dave Pulasti', 'name': 'Bryan Johnson'}]",2293,['Kevin Smith'],,6000000.0,"Romance, Comedy",2293.0,8.25547,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Gramercy Pictures', 'id': 37}, {'name': 'Alphaville Films', 'id': 11462}, {'name': 'View Askew Productions', 'id': 16934}]",1995-10-20,2122561.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Mallrats,6.8,400.0,1995.0,0.3537601666666666
"[{'character': 'Kimberly Hart / Pink Ranger', 'name': 'Amy Jo Johnson'}, {'character': 'Tommy Oliver / White Ranger', 'name': 'Jason David Frank'}, {'character': 'Billy Cranston / Blue Ranger', 'name': 'David Yost'}, {'character': 'Adam Park / Black Ranger', 'name': 'Johnny Yong Bosch'}, {'character': 'Rocky DeSantos / Red Ranger', 'name': 'Steve Cardenas'}, {'character': 'Aisha Campbell / Yellow Ranger', 'name': 'Karan Ashley'}, {'character': 'Farkas ""Bulk"" Bulkmeier', 'name': 'Paul Schrier'}, {'character': ""Eugene 'Skull' Skullovitch"", 'name': 'Jason Narvy'}, {'character': 'Ivan Ooze', 'name': 'Paul Freeman'}, {'character': 'Dulcea', 'name': 'Gabrielle Fitzpatrick'}, {'character': 'Fred Kelman', 'name': 'Jamie Croft'}, {'character': 'Mr. Kelman', 'name': 'Peter Mochrie'}]",9070,['Bryan Spicer'],Power Rangers Collection,15000000.0,"Action, Adventure, Science Fiction, Family, Fantasy",9070.0,7.024227,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Saban Entertainment', 'id': 2106}, {'name': 'Toei Company', 'id': 9255}]",1995-06-30,66000000.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Mighty Morphin Power Rangers: The Movie,5.2,153.0,1995.0,4.4
